YEAR BUILT,TEST,NEIGHBORHOOD
1963,1325000,GREENWICH VILLAGE-WEST   
1961,1325000,GREENWICH VILLAGE-WEST   
1975,1325000,MIDTOWN CBD              
1960,1325000,MIDTOWN EAST             
1931,1325000,MIDTOWN WEST             
1931,1325000,MIDTOWN WEST             
1978,1325000,MIDTOWN WEST             
1927,1325000,UPPER EAST SIDE (59-79)  
1959,1325000,UPPER EAST SIDE (59-79)  
1986,1325000,UPPER EAST SIDE (59-79)  
1963,1325000,UPPER EAST SIDE (79-96)  
1928,1325000,UPPER EAST SIDE (79-96)  
1928,1325000,UPPER EAST SIDE (79-96)  
1915,1325000,UPPER EAST SIDE (79-96)  
1928,1325000,UPPER EAST SIDE (79-96)  
1901,1325000,UPPER EAST SIDE (79-96)  
1958,1325000,UPPER EAST SIDE (79-96)  
1930,1325000,UPPER WEST SIDE (59-79)  
1924,1325000,UPPER WEST SIDE (59-79)  
1922,1325000,UPPER WEST SIDE (79-96)  
1925,1325000,UPPER WEST SIDE (79-96)  
1920,1325000,UPPER WEST SIDE (79-96)  
1930,1325000,UPPER WEST SIDE (96-116) 
1920,1323725,CHINATOWN                
2013,1323725,MURRAY HILL              
1959,1323164,UPPER EAST SIDE (59-79)  
1959,1320119,UPPER EAST SIDE (59-79)  
2006,1320000,CLINTON                  
2009,1320000,EAST VILLAGE             
1930,1320000,MIDTOWN WEST             
2006,1320000,MIDTOWN WEST             
1910,1320000,MORNINGSIDE HEIGHTS      
1941,1320000,UPPER EAST SIDE (59-79)  
1930,1320000,UPPER EAST SIDE (79-96)  
1961,1320000,UPPER EAST SIDE (79-96)  
1987,1320000,UPPER EAST SIDE (79-96)  
1926,1320000,UPPER WEST SIDE (79-96)  
1959,1319611,UPPER EAST SIDE (59-79)  
1950,1318759,CLINTON                  
1979,1315403,MIDTOWN EAST             
1914,1315000,FINANCIAL                
1987,1315000,MIDTOWN WEST             
1986,1315000,UPPER EAST SIDE (79-96)  
1926,1315000,UPPER WEST SIDE (96-116) 
1920,1313542,CHINATOWN                
2013,1313542,MURRAY HILL              
2013,1313542,MURRAY HILL              
1964,1312000,FLATIRON                 
2007,1310000,CLINTON                  
1982,1310000,FINANCIAL                
1987,1310000,FINANCIAL                
1946,1310000,GREENWICH VILLAGE-WEST   
1930,1310000,UPPER EAST SIDE (79-96)  
1971,1310000,UPPER WEST SIDE (59-79)  
1911,1309000,UPPER WEST SIDE (96-116) 
1920,1308417,CHINATOWN                
1986,1308000,UPPER EAST SIDE (79-96)  
1846,1305750,GREENWICH VILLAGE-CENTRAL
1924,1305166,UPPER WEST SIDE (79-96)  
1968,1305000,MIDTOWN EAST             
1930,1305000,MIDTOWN EAST             
2006,1305000,MIDTOWN WEST             
1931,1303360,CLINTON                  
2007,1303360,FINANCIAL                
1917,1303360,MURRAY HILL              
2013,1303360,MURRAY HILL              
1930,1300700,UPPER WEST SIDE (79-96)  
1926,1300100,UPPER WEST SIDE (59-79)  
2009,1300000,CHELSEA                  
2009,1300000,CHELSEA                  
2008,1300000,CLINTON                  
2008,1300000,CLINTON                  
2008,1300000,CLINTON                  
2006,1300000,CLINTON                  
1928,1300000,FINANCIAL                
1929,1300000,GRAMERCY                 
1908,1300000,GREENWICH VILLAGE-CENTRAL
1924,1300000,GREENWICH VILLAGE-CENTRAL
1966,1300000,GREENWICH VILLAGE-CENTRAL
1956,1300000,GREENWICH VILLAGE-WEST   
1987,1300000,GREENWICH VILLAGE-WEST   
2010,1300000,HARLEM-CENTRAL           
1962,1300000,KIPS BAY                 
1931,1300000,MANHATTAN VALLEY         
1957,1300000,MIDTOWN CBD              
1958,1300000,MIDTOWN EAST             
2006,1300000,MIDTOWN EAST             
1959,1300000,MIDTOWN EAST             
1962,1300000,MIDTOWN WEST             
1909,1300000,MIDTOWN WEST             
1935,1300000,MIDTOWN WEST             
2006,1300000,MIDTOWN WEST             
1964,1300000,MURRAY HILL              
1900,1300000,SOHO                     
1987,1300000,TRIBECA                  
1975,1300000,UPPER EAST SIDE (59-79)  
1948,1300000,UPPER EAST SIDE (59-79)  
1940,1300000,UPPER EAST SIDE (59-79)  
1963,1300000,UPPER EAST SIDE (59-79)  
1927,1300000,UPPER EAST SIDE (59-79)  
1962,1300000,UPPER EAST SIDE (59-79)  
1966,1300000,UPPER EAST SIDE (59-79)  
2004,1300000,UPPER EAST SIDE (59-79)  
1927,1300000,UPPER EAST SIDE (59-79)  
1920,1300000,UPPER EAST SIDE (79-96)  
1924,1300000,UPPER EAST SIDE (79-96)  
1930,1300000,UPPER EAST SIDE (79-96)  
1929,1300000,UPPER EAST SIDE (79-96)  
1965,1300000,UPPER EAST SIDE (79-96)  
1942,1300000,UPPER EAST SIDE (79-96)  
1985,1300000,UPPER EAST SIDE (79-96)  
1987,1300000,UPPER EAST SIDE (79-96)  
1973,1300000,UPPER EAST SIDE (79-96)  
1917,1300000,UPPER WEST SIDE (59-79)  
1915,1300000,UPPER WEST SIDE (59-79)  
1925,1300000,UPPER WEST SIDE (59-79)  
1930,1300000,UPPER WEST SIDE (59-79)  
1924,1300000,UPPER WEST SIDE (59-79)  
1926,1300000,UPPER WEST SIDE (59-79)  
1922,1300000,UPPER WEST SIDE (79-96)  
1922,1300000,UPPER WEST SIDE (79-96)  
1920,1300000,UPPER WEST SIDE (79-96)  
1920,1300000,UPPER WEST SIDE (96-116) 
1910,1300000,UPPER WEST SIDE (96-116) 
2005,1299000,HARLEM-CENTRAL           
2005,1299000,MURRAY HILL              
1983,1299000,UPPER WEST SIDE (59-79)  
1924,1299000,UPPER WEST SIDE (59-79)  
1923,1297500,UPPER EAST SIDE (79-96)  
1900,1295000,CLINTON                  
1926,1295000,GREENWICH VILLAGE-CENTRAL
1930,1295000,GREENWICH VILLAGE-WEST   
1955,1295000,MIDTOWN EAST             
2004,1295000,MIDTOWN WEST             
1963,1295000,UPPER EAST SIDE (59-79)  
1999,1295000,UPPER EAST SIDE (59-79)  
1926,1295000,UPPER WEST SIDE (59-79)  
1950,1295000,UPPER WEST SIDE (59-79)  
1990,1295000,UPPER WEST SIDE (79-96)  
1920,1295000,UPPER WEST SIDE (96-116) 
1910,1295000,UPPER WEST SIDE (96-116) 
1978,1294535,UPPER EAST SIDE (79-96)  
2012,1293177,EAST VILLAGE             
2013,1293177,MURRAY HILL              
1963,1290312,MIDTOWN WEST             
1920,1290000,CHELSEA                  
1965,1290000,GRAMERCY                 
1939,1290000,UPPER EAST SIDE (79-96)  
2007,1290000,UPPER WEST SIDE (59-79)  
1987,1285250,FINANCIAL                
1929,1285000,GREENWICH VILLAGE-CENTRAL
2004,1285000,MANHATTAN VALLEY         
1987,1285000,MIDTOWN WEST             
2001,1285000,MURRAY HILL              
1962,1285000,UPPER EAST SIDE (79-96)  
1922,1283500,UPPER WEST SIDE (59-79)  
2012,1282995,FLATIRON                 
1931,1282995,MIDTOWN WEST             
2013,1282995,MURRAY HILL              
1930,1282000,CHELSEA                  
1918,1280000,CHELSEA                  
1911,1280000,FLATIRON                 
1983,1280000,FLATIRON                 
1918,1280000,GREENWICH VILLAGE-WEST   
2004,1280000,MANHATTAN VALLEY         
1960,1280000,MIDTOWN EAST             
1931,1280000,MIDTOWN EAST             
2005,1280000,MURRAY HILL              
1957,1280000,UPPER EAST SIDE (79-96)  
1928,1280000,UPPER WEST SIDE (79-96)  
2005,1277903,FINANCIAL                
1917,1277903,MURRAY HILL              
1900,1277903,SOUTHBRIDGE              
1969,1276000,MIDTOWN EAST             
1921,1275000,CHELSEA                  
2008,1275000,EAST VILLAGE             
1914,1275000,FINANCIAL                
1987,1275000,FINANCIAL                
1986,1275000,FLATIRON                 
1973,1275000,GRAMERCY                 
1964,1275000,GRAMERCY                 
2008,1275000,HARLEM-CENTRAL           
1961,1275000,MANHATTAN VALLEY         
1930,1275000,MIDTOWN EAST             
1940,1275000,SOUTHBRIDGE              
1959,1275000,UPPER EAST SIDE (59-79)  
1963,1275000,UPPER EAST SIDE (59-79)  
1962,1275000,UPPER EAST SIDE (59-79)  
1962,1275000,UPPER EAST SIDE (79-96)  
1920,1275000,UPPER EAST SIDE (79-96)  
1942,1275000,UPPER EAST SIDE (79-96)  
1987,1275000,UPPER EAST SIDE (79-96)  
1950,1275000,UPPER WEST SIDE (59-79)  
2007,1275000,UPPER WEST SIDE (59-79)  
1900,1275000,UPPER WEST SIDE (79-96)  
1905,1275000,UPPER WEST SIDE (79-96)  
1931,1275000,UPPER WEST SIDE (79-96)  
1914,1275000,UPPER WEST SIDE (79-96)  
1930,1275000,UPPER WEST SIDE (79-96)  
1875,1275000,UPPER WEST SIDE (79-96)  
1920,1275000,UPPER WEST SIDE (96-116) 
1940,1275000,UPPER WEST SIDE (96-116) 
1916,1275000,UPPER WEST SIDE (96-116) 
1920,1275000,UPPER WEST SIDE (96-116) 
1910,1275000,UPPER WEST SIDE (96-116) 
2009,1274000,EAST VILLAGE             
1960,1273000,UPPER EAST SIDE (59-79)  
1910,1272812,GRAMERCY                 
1920,1272812,HARLEM-CENTRAL           
2012,1272812,MANHATTAN VALLEY         
2013,1272812,MURRAY HILL              
1900,1272812,SOUTHBRIDGE              
1973,1272812,UPPER EAST SIDE (79-96)  
1911,1270000,CHELSEA                  
1924,1270000,GREENWICH VILLAGE-CENTRAL
2006,1270000,MIDTOWN EAST             
1968,1270000,MIDTOWN WEST             
2004,1270000,MIDTOWN WEST             
2005,1270000,TRIBECA                  
1963,1270000,UPPER EAST SIDE (59-79)  
1966,1269000,UPPER EAST SIDE (59-79)  
1900,1269000,UPPER WEST SIDE (79-96)  
1985,1267500,UPPER EAST SIDE (79-96)  
1928,1266000,FINANCIAL                
2005,1265000,FINANCIAL                
1948,1265000,MIDTOWN EAST             
1959,1265000,MIDTOWN EAST             
1968,1265000,UPPER EAST SIDE (59-79)  
1963,1265000,UPPER EAST SIDE (79-96)  
1926,1265000,UPPER WEST SIDE (59-79)  
1900,1265000,UPPER WEST SIDE (79-96)  
1900,1262630,SOUTHBRIDGE              
1960,1262500,UPPER EAST SIDE (79-96)  
1927,1260000,FINANCIAL                
1929,1260000,GREENWICH VILLAGE-WEST   
2007,1260000,MANHATTAN VALLEY         
1975,1260000,UPPER EAST SIDE (59-79)  
1965,1260000,UPPER EAST SIDE (59-79)  
1962,1260000,UPPER EAST SIDE (59-79)  
1999,1260000,UPPER EAST SIDE (59-79)  
1998,1260000,UPPER EAST SIDE (79-96)  
2007,1260000,UPPER WEST SIDE (59-79)  
2012,1259538,EAST VILLAGE             
1959,1259000,MURRAY HILL              
2012,1258546,GRAMERCY                 
1928,1256000,UPPER WEST SIDE (79-96)  
1931,1255000,MIDTOWN WEST             
1989,1251000,CHELSEA                  
1928,1251000,FINANCIAL                
1910,1251000,UPPER WEST SIDE (96-116) 
1905,1250000,CHELSEA                  
1963,1250000,CHELSEA                  
1927,1250000,CHELSEA                  
2009,1250000,CHELSEA                  
2009,1250000,CHELSEA                  
2009,1250000,CHELSEA                  
2009,1250000,CHELSEA                  
2008,1250000,CHELSEA                  
1982,1250000,FINANCIAL                
1914,1250000,FINANCIAL                
1928,1250000,FINANCIAL                
1967,1250000,FINANCIAL                
1955,1250000,FLATIRON                 
1955,1250000,FLATIRON                 
1986,1250000,FLATIRON                 
1909,1250000,GRAMERCY                 
1960,1250000,GREENWICH VILLAGE-CENTRAL
1923,1250000,GREENWICH VILLAGE-CENTRAL
1900,1250000,GREENWICH VILLAGE-CENTRAL
1920,1250000,GREENWICH VILLAGE-WEST   
1918,1250000,GREENWICH VILLAGE-WEST   
1918,1250000,GREENWICH VILLAGE-WEST   
1960,1250000,GREENWICH VILLAGE-WEST   
1956,1250000,GREENWICH VILLAGE-WEST   
1900,1250000,GREENWICH VILLAGE-WEST   
1920,1250000,GREENWICH VILLAGE-WEST   
1910,1250000,HARLEM-CENTRAL           
1892,1250000,HARLEM-CENTRAL           
1915,1250000,LITTLE ITALY             
1900,1250000,LOWER EAST SIDE          
1900,1250000,MANHATTAN VALLEY         
1962,1250000,MIDTOWN CBD              
1930,1250000,MIDTOWN EAST             
1982,1250000,MIDTOWN EAST             
1984,1250000,MIDTOWN EAST             
1955,1250000,MURRAY HILL              
1966,1250000,MURRAY HILL              
2005,1250000,MURRAY HILL              
1962,1250000,SOHO                     
1923,1250000,UPPER EAST SIDE (59-79)  
1958,1250000,UPPER EAST SIDE (59-79)  
1928,1250000,UPPER EAST SIDE (59-79)  
1959,1250000,UPPER EAST SIDE (59-79)  
1959,1250000,UPPER EAST SIDE (59-79)  
1991,1250000,UPPER EAST SIDE (59-79)  
1973,1250000,UPPER EAST SIDE (79-96)  
1923,1250000,UPPER EAST SIDE (79-96)  
1971,1250000,UPPER EAST SIDE (79-96)  
1929,1250000,UPPER EAST SIDE (79-96)  
1917,1250000,UPPER WEST SIDE (59-79)  
1927,1250000,UPPER WEST SIDE (59-79)  
1948,1250000,UPPER WEST SIDE (59-79)  
1925,1250000,UPPER WEST SIDE (59-79)  
2008,1250000,UPPER WEST SIDE (59-79)  
1910,1250000,UPPER WEST SIDE (79-96)  
1908,1250000,UPPER WEST SIDE (79-96)  
1939,1250000,UPPER WEST SIDE (79-96)  
1925,1250000,UPPER WEST SIDE (96-116) 
1911,1250000,UPPER WEST SIDE (96-116) 
1925,1250000,UPPER WEST SIDE (96-116) 
1929,1250000,UPPER WEST SIDE (96-116) 
1907,1250000,UPPER WEST SIDE (96-116) 
1964,1247500,UPPER EAST SIDE (59-79)  
1910,1247500,UPPER WEST SIDE (96-116) 
1900,1247356,LOWER EAST SIDE          
1900,1245000,CHELSEA                  
1984,1245000,KIPS BAY                 
1928,1245000,UPPER EAST SIDE (59-79)  
1963,1245000,UPPER EAST SIDE (59-79)  
1964,1245000,UPPER EAST SIDE (59-79)  
1957,1243000,UPPER EAST SIDE (79-96)  
1900,1242265,SOUTHBRIDGE              
1910,1240000,CHELSEA                  
1914,1240000,FINANCIAL                
1927,1240000,FINANCIAL                
1967,1240000,FINANCIAL                
1925,1240000,GREENWICH VILLAGE-CENTRAL
1984,1240000,KIPS BAY                 
1983,1240000,MIDTOWN EAST             
1940,1240000,UPPER EAST SIDE (59-79)  
1941,1240000,UPPER EAST SIDE (59-79)  
1986,1240000,UPPER WEST SIDE (79-96)  
1909,1239000,FINANCIAL                
2003,1238000,MURRAY HILL              
2007,1236918,FINANCIAL                
1930,1235000,CHELSEA                  
1986,1235000,FLATIRON                 
1964,1235000,UPPER EAST SIDE (59-79)  
1930,1232500,GRAMERCY                 
2013,1232082,MURRAY HILL              
2005,1230409,FINANCIAL                
1928,1230000,FINANCIAL                
2003,1230000,MURRAY HILL              
2003,1230000,SOHO                     
1920,1229536,HARLEM-CENTRAL           
2007,1229500,FINANCIAL                
1929,1228500,MIDTOWN CBD              
1957,1228000,UPPER EAST SIDE (59-79)  
1960,1227500,GREENWICH VILLAGE-CENTRAL
1910,1225000,CHELSEA                  
1910,1225000,CHELSEA                  
1914,1225000,FINANCIAL                
1927,1225000,FINANCIAL                
1955,1225000,FLATIRON                 
1962,1225000,GRAMERCY                 
1930,1225000,GREENWICH VILLAGE-CENTRAL
1920,1225000,MIDTOWN EAST             
1967,1225000,MIDTOWN EAST             
1975,1225000,MIDTOWN EAST             
1959,1225000,MIDTOWN EAST             
1931,1225000,MIDTOWN WEST             
2005,1225000,TRIBECA                  
1927,1225000,UPPER EAST SIDE (59-79)  
1932,1225000,UPPER EAST SIDE (59-79)  
1958,1225000,UPPER EAST SIDE (79-96)  
1963,1225000,UPPER EAST SIDE (79-96)  
1974,1225000,UPPER WEST SIDE (59-79)  
1925,1225000,UPPER WEST SIDE (59-79)  
2006,1225000,UPPER WEST SIDE (59-79)  
1930,1225000,UPPER WEST SIDE (79-96)  
1922,1225000,UPPER WEST SIDE (96-116) 
1926,1224000,UPPER WEST SIDE (96-116) 
2013,1221900,HARLEM-CENTRAL           
2013,1221900,MURRAY HILL              
2005,1220881,FINANCIAL                
2006,1220000,HARLEM-CENTRAL           
1925,1220000,MIDTOWN EAST             
1987,1220000,MIDTOWN WEST             
1987,1220000,MIDTOWN WEST             
2005,1220000,MIDTOWN WEST             
2006,1220000,TRIBECA                  
2007,1220000,UPPER WEST SIDE (59-79)  
1931,1219918,UPPER WEST SIDE (79-96)  
1930,1218750,MIDTOWN EAST             
1987,1218000,FINANCIAL                
2012,1215780,GRAMERCY                 
2009,1215000,CHELSEA                  
1913,1215000,FLATIRON                 
1930,1215000,GRAMERCY                 
1964,1215000,MURRAY HILL              
1917,1215000,UPPER EAST SIDE (59-79)  
1991,1215000,UPPER EAST SIDE (59-79)  
1920,1214500,FLATIRON                 
1920,1214263,CHINATOWN                
1925,1213751,UPPER WEST SIDE (79-96)  
2013,1211717,MURRAY HILL              
2013,1211717,MURRAY HILL              
1923,1210950,UPPER EAST SIDE (79-96)  
1928,1210000,FASHION                  
1928,1210000,FINANCIAL                
1910,1210000,GREENWICH VILLAGE-CENTRAL
1939,1210000,GREENWICH VILLAGE-WEST   
1958,1210000,MIDTOWN EAST             
1966,1210000,MURRAY HILL              
1968,1210000,UPPER EAST SIDE (59-79)  
1922,1210000,UPPER WEST SIDE (59-79)  
1920,1207000,UPPER WEST SIDE (79-96)  
1929,1207000,UPPER WEST SIDE (96-116) 
1928,1206000,FINANCIAL                
2006,1205000,TRIBECA                  
1930,1204500,UPPER WEST SIDE (59-79)  
1987,1203000,TRIBECA                  
1900,1200000,CHELSEA                  
1930,1200000,CHELSEA                  
1940,1200000,CHELSEA                  
2005,1200000,CHELSEA                  
2009,1200000,CHELSEA                  
2006,1200000,CHELSEA                  
1989,1200000,CHELSEA                  
2008,1200000,CHELSEA                  
1901,1200000,CLINTON                  
1920,1200000,EAST VILLAGE             
1926,1200000,FINANCIAL                
1956,1200000,FINANCIAL                
2005,1200000,FINANCIAL                
2005,1200000,FINANCIAL                
1987,1200000,FINANCIAL                
1987,1200000,FINANCIAL                
1967,1200000,FINANCIAL                
1964,1200000,FLATIRON                 
1983,1200000,FLATIRON                 
2012,1200000,FLATIRON                 
1905,1200000,GREENWICH VILLAGE-CENTRAL
1923,1200000,GREENWICH VILLAGE-CENTRAL
1961,1200000,GREENWICH VILLAGE-WEST   
1961,1200000,GREENWICH VILLAGE-WEST   
1910,1200000,KIPS BAY                 
2009,1200000,KIPS BAY                 
1973,1200000,MIDTOWN CBD              
1937,1200000,MIDTOWN CBD              
1960,1200000,MIDTOWN EAST             
1955,1200000,MIDTOWN EAST             
1930,1200000,MIDTOWN EAST             
1928,1200000,MIDTOWN EAST             
1928,1200000,MIDTOWN EAST             
1931,1200000,MIDTOWN EAST             
1925,1200000,MIDTOWN EAST             
1982,1200000,MIDTOWN EAST             
1962,1200000,MIDTOWN WEST             
1941,1200000,MIDTOWN WEST             
1931,1200000,MIDTOWN WEST             
1931,1200000,MIDTOWN WEST             
1910,1200000,MORNINGSIDE HEIGHTS      
1984,1200000,MURRAY HILL              
1924,1200000,MURRAY HILL              
1985,1200000,TRIBECA                  
1920,1200000,UPPER EAST SIDE (59-79)  
1960,1200000,UPPER EAST SIDE (59-79)  
1983,1200000,UPPER EAST SIDE (59-79)  
1928,1200000,UPPER EAST SIDE (59-79)  
1940,1200000,UPPER EAST SIDE (59-79)  
1958,1200000,UPPER EAST SIDE (59-79)  
1931,1200000,UPPER EAST SIDE (59-79)  
1928,1200000,UPPER EAST SIDE (59-79)  
1966,1200000,UPPER EAST SIDE (59-79)  
1999,1200000,UPPER EAST SIDE (59-79)  
1986,1200000,UPPER EAST SIDE (59-79)  
1922,1200000,UPPER EAST SIDE (79-96)  
1973,1200000,UPPER EAST SIDE (79-96)  
1929,1200000,UPPER EAST SIDE (79-96)  
1978,1200000,UPPER EAST SIDE (79-96)  
1963,1200000,UPPER EAST SIDE (79-96)  
1929,1200000,UPPER EAST SIDE (79-96)  
1961,1200000,UPPER EAST SIDE (79-96)  
1958,1200000,UPPER EAST SIDE (79-96)  
1962,1200000,UPPER EAST SIDE (79-96)  
1951,1200000,UPPER EAST SIDE (79-96)  
1922,1200000,UPPER WEST SIDE (59-79)  
1950,1200000,UPPER WEST SIDE (59-79)  
1924,1200000,UPPER WEST SIDE (59-79)  
1987,1200000,UPPER WEST SIDE (59-79)  
1987,1200000,UPPER WEST SIDE (59-79)  
1965,1200000,UPPER WEST SIDE (59-79)  
1910,1200000,UPPER WEST SIDE (79-96)  
1900,1200000,UPPER WEST SIDE (79-96)  
1926,1200000,UPPER WEST SIDE (79-96)  
1931,1200000,UPPER WEST SIDE (79-96)  
1931,1200000,UPPER WEST SIDE (79-96)  
1920,1200000,UPPER WEST SIDE (79-96)  
1920,1200000,UPPER WEST SIDE (79-96)  
